numero_reg,tipo,ente,oggetto,data_pubblicazione,data_scadenza,link_dettaglio,allegati,data_pubblicazione_normalizzata,data_scadenza_normalizzata
0585/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione di spesa – Riparazione decespugliatore - Ditta LD srl.-,23/06/2023,08/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=23100615&sez=&data1=23/06/2023&data2=08/07/2023,allegati/fonte1/0585/2023/- Det_n°_363_del_22.06.2023.pdf,2023-06-23,2023-07-08
0584/2023,Determine Dirigenziali,Comune di SQUILLACE,Impegno di spesa - Fornitura di piattaforma in SaaS di e-Procurement TutoGare PA - Ditta SEBEN s.r.l.-,23/06/2023,08/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=23090615&sez=&data1=23/06/2023&data2=08/07/2023,allegati/fonte1/0584/2023/- Det_n°_362_del_22.06.2023.pdf,2023-06-23,2023-07-08
0583/2023,Decreti,Comune di SQUILLACE,Decreto di nomina del Responsabile dell'Anagrafe per la Stazione Appaltante (RASA).-,23/06/2023,08/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=23090622&sez=&data1=23/06/2023&data2=08/07/2023,allegati/fonte1/0583/2023/- Decreto_Sindacale_n°_17.pdf,2023-06-23,2023-07-08
0582/2023,Determine Dirigenziali,Comune di SQUILLACE,"Progetto per la costruzione di linea elettrica interrata in m.t. (20 KV) e posa nuovo sostegno in lamiera saldata in sostituzione di palo a.c. esistente da realizzare in prossimita' della cabina elettrica mt/bt denominata ""fuori le porte"" rif. ardesia 2548036.-",22/06/2023,07/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=22130603&sez=&data1=22/06/2023&data2=07/07/2023,"allegati/fonte1/0582/2023/- Det_n°_361_del_22.06.2023.pdf,allegati/fonte1/0582/2023/- Verbale n°1.pdf",2023-06-22,2023-07-07
0581/2023,Determine Dirigenziali,Comune di SQUILLACE,"Ampliamento del Cimitero comunale. I lotto funzionale. Determina a contrarre per affidamento lavori, mediante RdO sul Mercato Elettronico della Pubblica Amministrazione (MePA) di CONSIP, ai sensi dell’art. 1, comma 1, lett. a), sub. 2.1 della Legge n° 108/2021.-",22/06/2023,07/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=22100650&sez=&data1=22/06/2023&data2=07/07/2023,"allegati/fonte1/0581/2023/- Det_n°_358_del_22.06.2023.pdf,allegati/fonte1/0581/2023/- Lettera d'invito Schema.pdf",2023-06-22,2023-07-07
0580/2023,Determine Dirigenziali,Comune di SQUILLACE,Intervento di rifunzionalizzazione rete idrica in località Fiasco Baldaia. Approvazione 1° SAL e relativo Certificato di pagamento.-,22/06/2023,07/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=22090605&sez=&data1=22/06/2023&data2=07/07/2023,allegati/fonte1/0580/2023/- Det_n°_357_del_22.06.2023.pdf,2023-06-22,2023-07-07
0579/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione e pagamento della retribuzione di risultato per anni 2020 - 2022 personale incaricato di posizione organizzativa.-,21/06/2023,06/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=21120649&sez=&data1=21/06/2023&data2=06/07/2023,allegati/fonte1/0579/2023/- Det_n°353_del_21.06.2023.pdf,2023-06-21,2023-07-06
0578/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione fattura 1136 PA del 13.06.2023 servizio riscossione coattiva fornito da Assist S.P.A.-,21/06/2023,06/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=21120603&sez=&data1=21/06/2023&data2=06/07/2023,allegati/fonte1/0578/2023/- Det_n°354_del_21.06.2023.pdf,2023-06-21,2023-07-06
0577/2023,Determine Dirigenziali,Comune di SQUILLACE,Efficientamento energetico dell' impianto di pubblica illuminazione comunale in via Aiace - annualità 2023.-,21/06/2023,06/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=21110655&sez=&data1=21/06/2023&data2=06/07/2023,"allegati/fonte1/0577/2023/- Det_n°355_del_21.06.2023.pdf,allegati/fonte1/0577/2023/- Attestazione di avvenuta efficacia dell ' aggiudic",2023-06-21,2023-07-06
0576/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione di spesa - Fornitura di materiale per lavori di manutenzione ordinaria - Ditta IDROSAN di Cristofaro Orazio.-,21/06/2023,06/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=21090625&sez=&data1=21/06/2023&data2=06/07/2023,allegati/fonte1/0576/2023/- Det_n°352_del_19.06.2023.pdf,2023-06-21,2023-07-06
0575/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione di spesa - Fornitura di materiale per lavori di manutenzione ordinaria - Ditta IDROSAN di Cristofaro Orazio.-,21/06/2023,06/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=21090654&sez=&data1=21/06/2023&data2=06/07/2023,allegati/fonte1/0575/2023/- Det_n°351_del_19.06.2023.pdf,2023-06-21,2023-07-06
0574/2023,Determine Dirigenziali,Comune di SQUILLACE,"Interventi di riefficientamento e rifunzionalizzazione dell' impianto di depurazione di Loc. Poveromo e delle stazioni di sollevamento comunali. Lotto n 3. Determina di aggiudicazione lavori, sotto condizione di efficacia.",20/06/2023,05/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=20110651&sez=&data1=20/06/2023&data2=05/07/2023,allegati/fonte1/0574/2023/- Det_n°349_del_19.06.2023.pdf,2023-06-20,2023-07-05
0573/2023,avvisi vari,Comune di SQUILLACE,"Richiesta rilascio concessione demaniale marittima specchio Mare Ionio, a est costa orientale Calabria, installazione ed esercizio di un parco eolico off-shore, progetto ""FORTEVENTO 2"" della superficie complessiva di 250,78 kmq. - Ditta OW ITALY srl",19/06/2023,19/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=19170616&sez=&data1=19/06/2023&data2=19/07/2023,allegati/fonte1/0573/2023/- Avviso.pdf,2023-06-19,2023-07-19
0572/2023,Delibere di giunta,Comune di SQUILLACE,Interventi di completamento dell'efficientamento energetico dell'impianto di pubblica illuminazione comunale - Approvazione progetto esecutivo.-,19/06/2023,04/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=19130635&sez=&data1=19/06/2023&data2=04/07/2023,allegati/fonte1/0572/2023/- G.C._n°46_del_26.05.2023.pdf,2023-06-19,2023-07-04
0571/2023,Determine Dirigenziali,Comune di SQUILLACE,Affidamento della concessione del servizio di bonifica e ripristino delle condizioni di sicurezza e viabilità  - Ditta Flora Multiservice s.r.l. - Rinnovo per la durata di anni 4.-,19/06/2023,04/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=19120626&sez=&data1=19/06/2023&data2=04/07/2023,allegati/fonte1/0571/2023/- Det_n°333_del_12.06.2023.pdf,2023-06-19,2023-07-04
0570/2023,Determine Dirigenziali,Comune di SQUILLACE,Fornitura di materiale per lavori di manutenzione ordinaria - Liquidazione di spesa - Ditta IDROSAN di Cristofaro Orazio.-,19/06/2023,04/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=19110645&sez=&data1=19/06/2023&data2=04/07/2023,allegati/fonte1/0570/2023/- Det_n°_347_del_19.06.2023.pdf,2023-06-19,2023-07-04
0569/2023,Determine Dirigenziali,Comune di SQUILLACE,Fornitura di materiale per lavori di manutenzione ordinaria - Liquidazione di spesa - Ditta IDROSAN di Cristofaro Orazio.-,19/06/2023,04/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=19110648&sez=&data1=19/06/2023&data2=04/07/2023,allegati/fonte1/0569/2023/- Det_n°_346_del_19.06.2023.pdf,2023-06-19,2023-07-04
0568/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito - Sig. Chebil Khemaies - ex art 143 c.p.c. -,16/06/2023,06/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=16100613&sez=&data1=16/06/2023&data2=06/07/2023,allegati/fonte1/0568/2023/- prot. n. 2564 - 23.pdf,2023-06-16,2023-07-06
0567/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito - Sig. Chebil Khemaies - ex art 143 c.p.c. -,16/06/2023,06/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=16100645&sez=&data1=16/06/2023&data2=06/07/2023,allegati/fonte1/0567/2023/- prot. n. 2563 - 23.pdf,2023-06-16,2023-07-06
0566/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito - Sig. Chebil Khemaies - ex art 143 c.p.c. -,16/06/2023,06/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=16100639&sez=&data1=16/06/2023&data2=06/07/2023,allegati/fonte1/0566/2023/- prot. n. 2562 - 23.pdf,2023-06-16,2023-07-06
0565/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito - Sig. Chebil Khemaies - ex art 143 c.p.c. -,16/06/2023,06/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=16100600&sez=&data1=16/06/2023&data2=06/07/2023,allegati/fonte1/0565/2023/- prot. n. 2561 - 23.pdf,2023-06-16,2023-07-06
0564/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito - Sig. Chebil Khemaies - ex art 143 c.p.c. -,16/06/2023,06/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=16100603&sez=&data1=16/06/2023&data2=06/07/2023,allegati/fonte1/0564/2023/- prot. n.2560. -23.pdf,2023-06-16,2023-07-06
0563/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito - Sig. Chebil Khemaies - ex art 143 c.p.c. -,16/06/2023,06/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=16100654&sez=&data1=16/06/2023&data2=06/07/2023,allegati/fonte1/0563/2023/- prot. n.-2559-23.pdf,2023-06-16,2023-07-06
0562/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito - Sig. Chebil Khemaies - ex art 143 c.p.c. -,16/06/2023,06/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=16100607&sez=&data1=16/06/2023&data2=06/07/2023,allegati/fonte1/0562/2023/- prot. n. 2558-23.pdf,2023-06-16,2023-07-06
0561/2023,Determine Dirigenziali,Comune di SQUILLACE,Ricorso ex art. 615 c.p.c. in opposizione a cartella di pagamento .... G.d.P. di Catanzaro - Liquidazione ....Avv A. Condito -.,16/06/2023,26/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=16100629&sez=&data1=16/06/2023&data2=26/06/2023,allegati/fonte1/0561/2023/- Det. n. 345_23.pdf,2023-06-16,2023-06-26
0560/2023,Determine Dirigenziali,Comune di SQUILLACE,Piano delle estinzioni - liquidazione creditore - Sig.ra Alecci Teresa - Sentenza Consiglio di Stato n. 89/23.-,16/06/2023,01/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=16090643&sez=&data1=16/06/2023&data2=01/07/2023,allegati/fonte1/0560/2023/- Det_n°_344_del_15.06.2023.pdf,2023-06-16,2023-07-01
0559/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione compenso 1° semestre 2023 - Servizio di tesoreria comunale anno 2023.-,15/06/2023,30/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=15110635&sez=&data1=15/06/2023&data2=30/06/2023,allegati/fonte1/0559/2023/- Det_n°343_del_15.06.2023.pdf,2023-06-15,2023-06-30
0558/2023,Determine Dirigenziali,Comune di SQUILLACE,Impegno di spesa – Riparazione decespugliatore - Ditta LD srl.-,14/06/2023,29/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=14100636&sez=&data1=14/06/2023&data2=29/06/2023,allegati/fonte1/0558/2023/- Det_n°_341_del_14.06.2023.pdf,2023-06-14,2023-06-29
0557/2023,Determine Dirigenziali,Comune di SQUILLACE,Interventi di riefficientamento e rifunzionalizzazione dell’impianto di depurazione di Loc. Poveromo e delle stazioni di sollevamento comunali. Nomina Direttore dei Lavori.-,14/06/2023,29/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=14100645&sez=&data1=14/06/2023&data2=29/06/2023,allegati/fonte1/0557/2023/- Det_n°_340_del_14.06.2023.pdf,2023-06-14,2023-06-29
0556/2023,Delibere di giunta,Comune di SQUILLACE,Autorizzazione al Sindaco a recarsi in missione - Atto di indirizzo -.,14/06/2023,29/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=14100604&sez=&data1=14/06/2023&data2=29/06/2023,allegati/fonte1/0556/2023/- Del. G.C. n. 44_23.pdf,2023-06-14,2023-06-29
0555/2023,Determine Dirigenziali,Comune di SQUILLACE,Lavori di riqualificazione e messa in sicurezza della viabilità comunale. Approvazione Quadro Economico Finale.-,14/06/2023,29/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=14090659&sez=&data1=14/06/2023&data2=29/06/2023,allegati/fonte1/0555/2023/- Det_n°_337_del_13.06.2023.pdf,2023-06-14,2023-06-29
0554/2023,Determine Dirigenziali,Comune di SQUILLACE,"Interventi di riefficientamento e rifunzionalizzazione dell'impianto di depurazione di Loc. Poveromo e delle stazioni di sollevamento comunali. Lotto n° 2. Determina di aggiudicazione lavori, sotto condizione di efficacia.",14/06/2023,29/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=14080627&sez=&data1=14/06/2023&data2=29/06/2023,allegati/fonte1/0554/2023/- Det_n°_339_del_14.06.2023.pdf,2023-06-14,2023-06-29
0553/2023,Determine Dirigenziali,Comune di SQUILLACE,"Interventi di riefficientamento e rifunzionalizzazione dell'impianto di depurazione di Loc. Poveromo e delle stazioni di sollevamento comunali. Lotto n° 1. Determina di aggiudicazione lavori, sotto condizione di efficacia.-",14/06/2023,29/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=14080659&sez=&data1=14/06/2023&data2=29/06/2023,allegati/fonte1/0553/2023/- Det_n°_338_del_14.06.2023.pdf,2023-06-14,2023-06-29
0552/2023,Determine Dirigenziali,Comune di SQUILLACE,Lavori di Riqualificazione e messa in sicurezza della viabilità comunale. Liquidazione acconto 2° ed ultimo SAL.-,13/06/2023,28/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=13120608&sez=&data1=13/06/2023&data2=28/06/2023,allegati/fonte1/0552/2023/- Det_n°_336_del_12.06.2023.pdf,2023-06-13,2023-06-28
0551/2023,Determine Dirigenziali,Comune di SQUILLACE,Legge 197/2022 Determinazione.-,13/06/2023,28/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=13110601&sez=&data1=13/06/2023&data2=28/06/2023,allegati/fonte1/0551/2023/- Det_n°335_del_12.06.2023.pdf,2023-06-13,2023-06-28
0550/2023,Determine Dirigenziali,Comune di SQUILLACE,"Riqualificazione e messa in sicurezza della viabilità comunale. Incarico per Direzione Lavori, contabilità, misura, certificato di regolare esecuzione e coordinamento della sicurezza in fase di esecuzione. Liquidazione competenze tecniche.-",12/06/2023,27/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=12130622&sez=&data1=12/06/2023&data2=27/06/2023,allegati/fonte1/0550/2023/- Det_n°_334_del_12.06.2023.pdf,2023-06-12,2023-06-27
0549/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione compenso Revisore dei Conti trimestre Gen-Mar 2023.-,12/06/2023,27/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=12100605&sez=&data1=12/06/2023&data2=27/06/2023,allegati/fonte1/0549/2023/- Det_n°332_del_12.06.2023.pdf,2023-06-12,2023-06-27
0548/2023,Ordinanze,Comune di SQUILLACE,Ordinanza di rimozione e demolizione di opere edilizie e rimessa in pristino dello stato dei luoghi,12/06/2023,12/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=12090600&sez=&data1=12/06/2023&data2=12/07/2023,allegati/fonte1/0548/2023/- Ordinanza demolizione n. 16 del 12.06.2023.pdf,2023-06-12,2023-07-12
0547/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione fattura a saldo periodo dal 21.12.2022 al 20.04.2023 - noleggio annuale n. 2 Photored 17-D per rilevazioni infrazioni semaforiche - Ditta Italtraff s.r.l. - Manduria.-,12/06/2023,27/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=12080602&sez=&data1=12/06/2023&data2=27/06/2023,allegati/fonte1/0547/2023/- Det_n°331_del_08.06.2023.pdf,2023-06-12,2023-06-27
0546/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione fatture - servizio di ricovero cani randagi - Ditta Pet Service s.r.l.-,12/06/2023,27/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=12080631&sez=&data1=12/06/2023&data2=27/06/2023,allegati/fonte1/0546/2023/- Det_n°330_del_08.06.2023.pdf,2023-06-12,2023-06-27
0545/2023,Delibere di giunta,Comune di SQUILLACE,Progetto strade sicure - Ripristino strade post incidente - Atto di indirizzo -.,09/06/2023,24/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9100618&sez=&data1=09/06/2023&data2=24/06/2023,allegati/fonte1/0545/2023/- Del. G.C. 45_23.pdf,2023-06-09,2023-06-24
0544/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito  - Atti nella casa comunale - Sig. Ndiaye Fatou - ex art. 143 cpc,09/06/2023,09/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9090635&sez=&data1=09/06/2023&data2=09/07/2023,allegati/fonte1/0544/2023/- Prot. n. 2539 bis - 23.pdf,2023-06-09,2023-07-09
0543/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito  - Atti nella casa comunale - Sig. Ndiaye Fatou - ex art. 143 cpc,09/06/2023,09/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9090630&sez=&data1=09/06/2023&data2=09/07/2023,allegati/fonte1/0543/2023/- Prot. n. 2541-23.pdf,2023-06-09,2023-07-09
0542/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito  - Atti nella casa comunale - Sig. Ndiaye Fatou - ex art. 143 cpc,09/06/2023,09/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9090626&sez=&data1=09/06/2023&data2=09/07/2023,allegati/fonte1/0542/2023/- Prot. n. 2539-23.pdf,2023-06-09,2023-07-09
0541/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito  - Atti nella casa comunale - Sig. Ndiaye Fatou - ex art. 143 cpc,09/06/2023,09/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9090627&sez=&data1=09/06/2023&data2=09/07/2023,allegati/fonte1/0541/2023/- Prot. n. 2542-23.pdf,2023-06-09,2023-07-09
0540/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito  - Atti nella casa comunale - Sig. Ndiaye Fatou - ex art. 143 cpc,09/06/2023,09/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9090617&sez=&data1=09/06/2023&data2=09/07/2023,allegati/fonte1/0540/2023/- Prot. n.2545-23.pdf,2023-06-09,2023-07-09
0539/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito  - Atti nella casa comunale - Sig. Ndiaye Fatou - ex art. 143 cpc,09/06/2023,09/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9090652&sez=&data1=09/06/2023&data2=09/07/2023,allegati/fonte1/0539/2023/- Prot. n. 2543-23.pdf,2023-06-09,2023-07-09
0538/2023,avvisi vari,Comune di SQUILLACE,Avviso di deposito  - Atti nella casa comunale - Sig. Ndiaye Fatou - ex art. 143 cpc,09/06/2023,09/07/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=9090605&sez=&data1=09/06/2023&data2=09/07/2023,allegati/fonte1/0538/2023/- Prot. n. 2544-23.pdf,2023-06-09,2023-07-09
0537/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione competenze tecniche per affidamento incarico professionale per consulente tecnico di parte - CTP - in seguito al giudizio di appello presso consiglio di stato R.G. 4297-21.-,08/06/2023,23/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=8100618&sez=&data1=08/06/2023&data2=23/06/2023,allegati/fonte1/0537/2023/- Det_n°327_del_06.06.2023.pdf,2023-06-08,2023-06-23
0536/2023,Determine Dirigenziali,Comune di SQUILLACE,Ass.ne AFOOC - servizio di guida e assistenza scuolabus - Periodo mese di Maggio 2023 -Liquidazione -.,08/06/2023,18/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=8100606&sez=&data1=08/06/2023&data2=18/06/2023,allegati/fonte1/0536/2023/- Det.n. 328_23 .pdf,2023-06-08,2023-06-18
0535/2023,Determine Dirigenziali,Comune di SQUILLACE,Liquidazione di spesa - trattamento rifiuti ingombranti provenienti dalla raccolta differenziata sul territorio comunale - Ditta ECOSISTEM srl.-,08/06/2023,23/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=8100629&sez=&data1=08/06/2023&data2=23/06/2023,allegati/fonte1/0535/2023/- Det_n°329_del_06.06.2023.pdf,2023-06-08,2023-06-23
0534/2023,Determine Dirigenziali,Comune di SQUILLACE,Fornitura carta uffici comunali - ditta Critelli Angela - Impegno spesa -.,08/06/2023,18/06/2023,http://albosquillace.asmenet.it/allegati.php?id_doc=8100615&sez=&data1=08/06/2023&data2=18/06/2023,allegati/fonte1/0534/2023/- Det. n. 326_23.pdf,2023-06-08,2023-06-18
